tissue_culture	tissue_culture_notes	tissue_culture_extra	sample_number	sample_status	sample_assay	sample_prep_date	sample_timepoint	sample_extra	sample_notes	library_number	library_finish_date	library_pcr_cycles	aggregation	date_completed	project	sample_taxonomy	genome_index	sample_factors	treatment	donor	dnase_units	nuclei_count	total_reads	mapping_nuclear	mapping_non_nuclear	non_mapping_adapter	non_mapping_other	hotspot1_SPOT	hotspot2_SPOT	number_hotspots	genomic_area_hotspots	dhsindex_WM20180608b_differential_peaks	dup_rate	preseq_est_max	adapter_trimmed	umi_method	quality_classification	warnings	median_insert_size	insert_ls_ratio	library_ls_ratio	insert_fourier_transform_11	all-alignments-bam	bam-index	cutcounts-bw	cutcounts-starch	cutcounts-tabix-bgz	density-bed-starch-windowed	density-bigwig-windowed	density-tabix-bgz	fragments-starch	hotspot-calls	hotspot-calls-1per	hotspot-calls-point1per	hotspot-peaks	hotspot-peaks-1per	hotspot-peaks-point1per	hotspot-per-base	mm-density-bed-starch-windowed	mm-density-bigwig-windowed	normalized-density-bed-starch	normalized-density-bigwig-windowed	normalized-density-tabix-bgz	normalized-mm-density-bed-starch	normalized-mm-density-bigwig-windowed
TC10150	None	None	DS74168	Hold 4C	DHS-pseudonano	8/27/19	None	None	None	LN57772	9/5/19	8	AG22112	10/14/19	Immunopedia	h.CD4.memory.effector	GRCh38_no_alts	None	None	Allcells 12375	80	900000	70951182	61332608	949242	51620	8617712	0.5756	0.5168	44853	22425734	304	19.54%	125888027	18440458	None	Analysis ready	None	101	0.7254	1.779805594	0.3227	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/marked.bam	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/marked.bam.bai	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/cutcounts.bw	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/cutcounts.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/density.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/density.bw	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/density.bgz	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/fragments.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/normalized.density.starch	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/normalized.density.bw	/net/seq/data/aggregations/LN57772/aggregation-22112/output_2.5.0/normalized.density.bgz	None	None
TC10151	None	None	DS74171	Hold 4C	DHS-pseudonano	8/27/19	None	None	None	LN57775	9/5/19	7	AG22109	10/14/19	Immunopedia	h.CD4.naive	GRCh38_no_alts	None	None	Allcells 12375	100	602000	33995058	29102014	472007	63101	4357936	0.6582	0.586	40867	18131371	218	11.79%	142201878	16908606	None	Analysis ready	None	75	0.257	0.871897794	0.5688	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/marked.bam	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/marked.bam.bai	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/cutcounts.bw	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/cutcounts.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/density.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/density.bw	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/density.bgz	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/fragments.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/normalized.density.starch	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/normalized.density.bw	/net/seq/data/aggregations/LN57775/aggregation-22109/output_2.5.0/normalized.density.bgz	None	None
TC10080	None	None	DS74042	Hold 4C	DHS-pseudonano	8/20/19	None	None	None	LN57707	8/28/19	6	AG21672	9/6/19	Immunopedia	h.CD4.Th9	GRCh38_no_alts	None	None	Allcells 12375	120	600000	76919280	64226352	462826	665067	11565035	0.5559	0.4718	52005	22747718	281	17.90%	163197678	57326854	None	Analysis ready	None	60	0.0286	0.104841508	0.481	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/marked.bam	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/marked.bam.bai	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/cutcounts.bw	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/cutcounts.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/cutcounts.bed.bgz	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/density.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/density.bw	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/density.bgz	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/fragments.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/normalized.density.starch	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/normalized.density.bw	/net/seq/data/aggregations/LN57707/aggregation-21672/output_2.4.1/normalized.density.bgz	None	None
TC10079	None	None	DS74039	Hold 4C	DHS-pseudonano	8/20/19	None	None	None	LN57704	8/28/19	8	AG21675	9/6/19	Immunopedia	h.CD4.Th22	GRCh38_no_alts	None	None	Allcells 12375	80	600000	58633530	49407694	1090661	353626	7781549	0.6148	0.55	44715	19183634	214	22.27%	89435448	41931200	None	Analysis ready	None	62	0.0416	0.114589845	0.0043	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/marked.bam	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/marked.bam.bai	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/cutcounts.bw	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/cutcounts.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/cutcounts.bed.bgz	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/density.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/density.bw	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/density.bgz	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/fragments.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/normalized.density.starch	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/normalized.density.bw	/net/seq/data/aggregations/LN57704/aggregation-21675/output_2.4.1/normalized.density.bgz	None	None
TC10078	None	None	DS74038	Hold 4C	DHS-pseudonano	8/20/19	None	None	None	LN57703	8/28/19	8	AG21676	9/6/19	Immunopedia	h.CD4.Tfh	GRCh38_no_alts	None	None	Allcells 12375	100	600000	47960558	40198232	905199	331073	6526054	0.6375	0.5747	48522	19516089	230	18.74%	103203051	34039992	None	Analysis ready	None	62	0.031	0.10772677	0.1749	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/marked.bam	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/marked.bam.bai	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/cutcounts.bw	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/cutcounts.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/cutcounts.bed.bgz	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/density.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/density.bw	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/density.bgz	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/fragments.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/normalized.density.starch	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/normalized.density.bw	/net/seq/data/aggregations/LN57703/aggregation-21676/output_2.4.1/normalized.density.bgz	None	None
TC9641	None	"flow sorted, anti-coagulated with citrate"	DS72823	Hold 4C	DHS-pseudonano	5/9/19	None	"flow sorted, anti-coagulated with citrate"	None	LN56573	5/16/19	7	AG20303	6/13/19	Immunopedia	h.CD4.memory.effector	GRCh38_no_alts	None	None	Allcells 8220	100	800000	64442324	50329784	2042995	266483	11803062	0.7297	0.6701	49309	22091992	261	25.08%	90159334	41437264	None	Analysis ready	None	64	0.0487	0.237488792	0.2223	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/marked.bam	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/marked.bam.bai	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/cutcounts.bw	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/cutcounts.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/density.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/density.bw	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/density.bgz	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/fragments.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/normalized.density.starch	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/normalized.density.bw	/net/seq/data/aggregations/LN56573/aggregation-20303/output_2.4.0/normalized.density.bgz	None	None
TC9640	None	"flow sorted, anti-coagulated with citrate"	DS72821	Hold 4C	DHS-pseudonano	5/9/19	None	"flow sorted, anti-coagulated with citrate"	None	LN56571	5/16/19	7	AG20305	6/13/19	Immunopedia	h.CD4.naive	GRCh38_no_alts	None	None	Allcells 8220	100	800000	50217818	39198730	784915	182302	10051871	0.4888	0.3827	39660	15969718	171	17.78%	94511062	29916948	None	Analysis ready	None	67	0.0593	0.281790802	0.1817	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/marked.bam	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/marked.bam.bai	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/cutcounts.bw	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/cutcounts.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/density.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/density.bw	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/density.bgz	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/fragments.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/normalized.density.starch	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/normalized.density.bw	/net/seq/data/aggregations/LN56571/aggregation-20305/output_2.4.0/normalized.density.bgz	None	None
TC9545	None	"flow sorted, anticoagulated with citrate"	DS72761	Hold 4C	DHS-pseudonano	5/7/19	None	"flow sorted, anti-coagulated with citrate"	None	LN56548	5/16/19	7	AG20504	6/9/19	Immunopedia	h.CD8.naive	GRCh38_no_alts	None	None	Allcells 8220	100	1790000	97704446	78506786	3238838	582617	15376205	0.7655	0.719	60389	28605037	427	26.08%	134722650	59826608	None	Analysis ready	None	67	0.1037	0.21618689	0.4324	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/marked.bam	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/marked.bam.bai	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/cutcounts.bw	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/cutcounts.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/density.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/density.bw	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/density.bgz	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/fragments.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/peaks/nuclear.allcalls.starch	None	None	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/normalized.density.starch	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/normalized.density.bw	/net/seq/data/aggregations/LN56548/aggregation-20504/output_2.4.0/normalized.density.bgz	None	None
TC9466	None	Astrios sorted from CD4 cells derived from leukopak (CD3+ CD4+ CD183+ CD195+)	DS72536	Hold 4C	DHS-nano	4/23/19	None	None	None	LN56394	5/10/19	8	AG20157	5/28/19	Immunopedia	h.CD4.Th1	GRCh38_no_alts	None	None	Allcells 9888	100	230000	153698926	123701960	1516171	1383505	27097290	0.4055	0.2679	56564	21436971	741	33.05%	107565867	115199460	None	Analysis ready	None	57	0.0307	0.099280882	0.1349	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/marked.bam	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/marked.bam.bai	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/cutcounts.bw	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/cutcounts.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/density.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/density.bw	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/density.bgz	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/fragments.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/peaks/filtered.allcalls.starch	None	None	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/normalized.density.starch	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/normalized.density.bw	/net/seq/data/aggregations/LN56394/aggregation-20157/output_2.2.0/normalized.density.bgz	None	None
TC9483	None	CD4 from leukopak. Astrios sorted subtype  (CD3+ CD4+ CD161+ CD196+ CD194+)	DS72620	Hold 4C	DHS-nano	4/26/19	None	None	None	LN56426	5/10/19	7	AG20125	5/28/19	Immunopedia	h.CD4.Th17	GRCh38_no_alts	None	None	Allcells 10876	100	282000	146052280	124072246	1787524	544463	19648047	0.5372	0.4517	50001	22356264	457	32.05%	119298308	70628876	None	Analysis ready	None	76	0.3786	0.603532752	0.5951	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/marked.bam	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/marked.bam.bai	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/cutcounts.bw	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/cutcounts.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/density.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/density.bw	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/density.bgz	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/fragments.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/peaks/filtered.allcalls.starch	None	None	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/normalized.density.starch	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/normalized.density.bw	/net/seq/data/aggregations/LN56426/aggregation-20125/output_2.2.0/normalized.density.bgz	None	None
TC9522	None	"FACS sorted from CD8 + cells, Anticoagulant: citrate"	DS72673	Hold 4C	DHS-pseudonano	4/30/19	None	flow sorted (JB	None	LN56428	5/10/19	7	AG20123	5/28/19	Immunopedia	h.CD8.naive	GRCh38_no_alts	None	None	Allcells 9888	80	1350000	81102046	65147254	4444574	193850	11316368	0.6158	0.5288	49129	21665402	286	21.26%	129242759	36382310	None	Analysis ready	None	79	0.3933	0.722317421	0.0341	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/marked.bam	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/marked.bam.bai	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/cutcounts.bw	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/cutcounts.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/cutcounts.bed.bgz	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/density.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/density.bw	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/density.bgz	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/fragments.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.hotspots.fdr0.05.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.hotspots.fdr0.01.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.hotspots.fdr0.001.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.peaks.fdr0.05.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.peaks.fdr0.01.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.peaks.fdr0.001.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/peaks/filtered.allcalls.starch	None	None	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/normalized.density.starch	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/normalized.density.bw	/net/seq/data/aggregations/LN56428/aggregation-20123/output_2.2.0/normalized.density.bgz	None	None
